image_00438.jpg 0.5 #['0000000000000000000', '1111111111111111111']
image_00042.jpg 0.4473684210526316 #['1011111111101111111', '0000000000000000000']
image_00044.jpg 0.4473684210526316 #['1111101111101111111', '0000000000000000000']
image_00392.jpg 0.4473684210526316 #['0000000000000000000', '1111001111111111111']
image_00470.jpg 0.4473684210526316 #['1111001111111111111', '0000000000000000000']
image_00471.jpg 0.4473684210526316 #['1111001111111111111', '0000000000000000000']
image_00173.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00174.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00175.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00388.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00389.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00390.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00391.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00472.jpg 0.42105263157894735 #['1101001111111111111', '0000000000000000000']
image_00041.jpg 0.39473684210526316 #['0001111101111111111', '0000000000000000000']
image_00056.jpg 0.39473684210526316 #['0000000000000000000', '1101001101111111111']
image_00176.jpg 0.39473684210526316 #['0000000000000000000', '1001111111001111111']
image_00177.jpg 0.39473684210526316 #['0000000000000000000', '1001111111001111111']
image_00383.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00384.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00385.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00386.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00387.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00469.jpg 0.39473684210526316 #['1110001110111111111', '0000000000000000000']
image_00473.jpg 0.39473684210526316 #['1001111001111111111', '0000000000000000000']
image_00039.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00040.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00047.jpg 0.3684210526315789 #['1110001111001111111', '0000000000000000000']
image_00178.jpg 0.3684210526315789 #['0000000000000000000', '1001101111001111111']
image_00179.jpg 0.3684210526315789 #['0000000000000000000', '1001101111001111111']
image_00216.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00217.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00218.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00378.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00379.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00380.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00381.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00382.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00474.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00180.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00181.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00182.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00211.jpg 0.34210526315789475 #['0111010000001111111', '0000110000000000000']
image_00215.jpg 0.34210526315789475 #['0111010000001111111', '0000110000000000000']
image_00467.jpg 0.34210526315789475 #['1110000110011111111', '0000000000000000000']
image_00468.jpg 0.34210526315789475 #['1110000110011111111', '0000000000000000000']
image_00475.jpg 0.34210526315789475 #['0001110001111111111', '0000000000000000000']
image_00183.jpg 0.3421052631578947 #['1000000000000000000', '1001100011001111111']
image_00038.jpg 0.3157894736842105 #['0001110001111011111', '0000000000000000000']
image_00055.jpg 0.3157894736842105 #['0000000000000000000', '1101000000111111111']
image_00369.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00370.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00371.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00372.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00373.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00374.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00375.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00376.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00377.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00449.jpg 0.2894736842105263 #['0000000000000000000', '1101111111010100000']
image_00054.jpg 0.2631578947368421 #['0000000000000000000', '1000000000111111111']
image_00368.jpg 0.2631578947368421 #['0000000000000000000', '1110000000001111111']
image_00450.jpg 0.2631578947368421 #['0000000000000000000', '1101111111000100000']
image_00053.jpg 0.23684210526315788 #['0000000000000000000', '1000000000111011111']
image_00451.jpg 0.23684210526315788 #['0000000000000000000', '0101111111000100000']
image_00048.jpg 0.21052631578947367 #['1110001111000100000', '0000000000000000000']
image_00219.jpg 0.21052631578947367 #['1111010000000100000', '0000110000000000000']
image_00220.jpg 0.21052631578947367 #['1111010000000100000', '0000110000000000000']
image_00452.jpg 0.21052631578947367 #['0000000000000000000', '0001111111000100000']
image_00052.jpg 0.18421052631578946 #['0000000000000000000', '0000000000011011111']
image_00212.jpg 0.18421052631578946 #['0111010000000100000', '0000110000000000000']
image_00213.jpg 0.18421052631578946 #['0111010000000100000', '0000110000000000000']
image_00214.jpg 0.18421052631578946 #['0111010000000100000', '0000110000000000000']
image_00221.jpg 0.18421052631578946 #['1111010000000000000', '0000110000000000000']
image_00226.jpg 0.18421052631578946 #['1111010000000000000', '0000110000000000000']
image_00453.jpg 0.18421052631578946 #['0000000000000000000', '0001111111000000000']
image_00049.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00050.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00197.jpg 0.15789473684210525 #['1111000000000100000', '0000010000000000000']
image_00198.jpg 0.15789473684210525 #['1111000000000100000', '0000010000000000000']
image_00199.jpg 0.15789473684210525 #['1111000000000100000', '0000010000000000000']
image_00200.jpg 0.15789473684210525 #['1111000000000100000', '0000010000000000000']
image_00210.jpg 0.15789473684210525 #['0111010000000100000', '0000010000000000000']
image_00222.jpg 0.15789473684210525 #['0111010000000000000', '0000110000000000000']
image_00223.jpg 0.15789473684210525 #['0111010000000000000', '0000110000000000000']
image_00224.jpg 0.15789473684210525 #['1111010000000000000', '0000010000000000000']
image_00227.jpg 0.15789473684210525 #['1111010000000000000', '0000010000000000000']
image_00228.jpg 0.15789473684210525 #['1111010000000000000', '0000010000000000000']
image_00229.jpg 0.15789473684210525 #['1111010000000000000', '0000010000000000000']
image_00231.jpg 0.15789473684210525 #['1111000000000000000', '0000110000000000000']
image_00454.jpg 0.15789473684210525 #['0000000000000000000', '0001110111000000000']
image_00466.jpg 0.15789473684210525 #['1110000110010000000', '0000000000000000000']
image_00476.jpg 0.15789473684210525 #['0001110001110000000', '0000000000000000000']
image_00036.jpg 0.13157894736842105 #['0001110001100000000', '0000000000000000000']
image_00037.jpg 0.13157894736842105 #['0001110001100000000', '0000000000000000000']
image_00184.jpg 0.13157894736842105 #['1000000000000000000', '0001000011000100000']
image_00196.jpg 0.13157894736842105 #['1110000000000100000', '0000010000000000000']
image_00225.jpg 0.13157894736842105 #['1110010000000000000', '0000010000000000000']
image_00230.jpg 0.13157894736842105 #['1111000000000000000', '0000010000000000000']
image_00232.jpg 0.13157894736842105 #['1111000000000000000', '0000010000000000000']
image_00051.jpg 0.10526315789473684 #['0110000010000000000', '0000000000010000000']
image_00194.jpg 0.10526315789473684 #['1110000000000100000', '0000000000000000000']
image_00195.jpg 0.10526315789473684 #['1110000000000100000', '0000000000000000000']
image_00203.jpg 0.10526315789473684 #['1001100000000000000', '0001000000000000000']
image_00205.jpg 0.10526315789473684 #['1110000000000100000', '0000000000000000000']
image_00207.jpg 0.10526315789473684 #['1110010000000000000', '0000000000000000000']
image_00209.jpg 0.10526315789473684 #['0110010000000100000', '0000000000000000000']
image_00233.jpg 0.10526315789473684 #['0111000000000000000', '0000010000000000000']
image_00367.jpg 0.10526315789473684 #['0000000000000000000', '1110000000000100000']
image_00455.jpg 0.10526315789473684 #['0000000000000000000', '0001110010000000000']
image_00465.jpg 0.10526315789473684 #['1110000010000000000', '0000000000000000000']
image_00035.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00185.jpg 0.07894736842105263 #['1000000000000000000', '0001000000000100000']
image_00186.jpg 0.07894736842105263 #['1000000000000000000', '0001000000000100000']
image_00190.jpg 0.07894736842105263 #['1010000000000100000', '0000000000000000000']
image_00191.jpg 0.07894736842105263 #['1010000000000100000', '0000000000000000000']
image_00192.jpg 0.07894736842105263 #['1010000000000100000', '0000000000000000000']
image_00193.jpg 0.07894736842105263 #['1010000000000100000', '0000000000000000000']
image_00201.jpg 0.07894736842105263 #['1001000000000100000', '0000000000000000000']
image_00202.jpg 0.07894736842105263 #['1001000000000100000', '0000000000000000000']
image_00204.jpg 0.07894736842105263 #['1000100000000000000', '0001000000000000000']
image_00206.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_00208.jpg 0.07894736842105263 #['0110010000000000000', '0000000000000000000']
image_00234.jpg 0.07894736842105263 #['0111000000000000000', '0000000000000000000']
image_00456.jpg 0.07894736842105263 #['0000000000000000000', '0000110010000000000']
image_00457.jpg 0.07894736842105263 #['0000000000000000000', '0000110010000000000']
image_00458.jpg 0.07894736842105263 #['0000000000000000000', '0000110010000000000']
image_00477.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00478.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00187.jpg 0.05263157894736842 #['1000000000000000000', '0001000000000000000']
image_00188.jpg 0.05263157894736842 #['1000000000000100000', '0000000000000000000']
image_00189.jpg 0.05263157894736842 #['1000000000000100000', '0000000000000000000']
image_00235.jpg 0.05263157894736842 #['0110000000000000000', '0000000000000000000']
image_00239.jpg 0.05263157894736842 #['0010010000000000000', '0000000000000000000']
image_00251.jpg 0.05263157894736842 #['0000000000000000000', '0110000000000000000']
image_00252.jpg 0.05263157894736842 #['0000000000000000000', '0110000000000000000']
image_00253.jpg 0.05263157894736842 #['0000000000000000000', '0110000000000000000']
image_00254.jpg 0.05263157894736842 #['0000000000000000000', '0110000000000000000']
image_00255.jpg 0.05263157894736842 #['0000000000000000000', '0110000000000000000']
image_00264.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00265.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00282.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00283.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00284.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00285.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00286.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00287.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00288.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00289.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00292.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00293.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00294.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00295.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00296.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00361.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00362.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00363.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00364.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00365.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00366.jpg 0.05263157894736842 #['0000000000000000000', '1100000000000000000']
image_00464.jpg 0.05263157894736842 #['0010000010000000000', '0000000000000000000']
image_00479.jpg 0.05263157894736842 #['0000110000000000000', '0000000000000000000']
image_00480.jpg 0.05263157894736842 #['0000110000000000000', '0000000000000000000']
image_00033.jpg 0.02631578947368421 #['0000100000000000000', '0000000000000000000']
image_00034.jpg 0.02631578947368421 #['0000100000000000000', '0000000000000000000']
image_00236.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00237.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00238.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00240.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00241.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00242.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00250.jpg 0.02631578947368421 #['0000000000000000000', '0010000000000000000']
image_00256.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00257.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00258.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00259.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00260.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00261.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00262.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00263.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00272.jpg 0.02631578947368421 #['0000000000000000000', '1000000000000000000']
image_00276.jpg 0.02631578947368421 #['0000000000000000000', '1000000000000000000']
image_00281.jpg 0.02631578947368421 #['0000000000000000000', '1000000000000000000']
image_00290.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00291.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00297.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00298.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00299.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00300.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00301.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00304.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00305.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00306.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00307.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00308.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00309.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00310.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00311.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00343.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00344.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00345.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00346.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00347.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00348.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00349.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00350.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00351.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00352.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00353.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00354.jpg 0.02631578947368421 #['0000000000000000000', '0100000000000000000']
image_00459.jpg 0.02631578947368421 #['0000000000000000000', '0000000010000000000']
image_00460.jpg 0.02631578947368421 #['0000000000000000000', '0000000010000000000']
image_00463.jpg 0.02631578947368421 #['0010000000000000000', '0000000000000000000']
image_00493.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00494.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00495.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00496.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00497.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00498.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00499.jpg 0.02631578947368421 #['0000000000000000000', '0000010000000000000']
image_00000.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00001.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00002.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00003.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00004.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00005.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00006.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00007.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00008.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00009.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00010.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00011.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00012.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00013.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00014.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00015.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00016.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00017.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00018.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00019.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00020.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00021.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00022.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00023.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00024.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00025.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00026.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00027.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00028.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00029.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00030.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00031.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00032.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00072.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00073.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00074.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00075.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00076.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00077.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00078.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00079.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00080.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00081.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00082.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00083.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00084.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00085.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00086.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00087.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00088.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00089.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00090.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00091.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00092.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00093.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00094.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00095.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00096.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00097.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00098.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00099.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00100.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00101.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00102.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00103.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00104.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00105.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00106.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00107.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00108.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00109.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00110.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00111.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00112.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00113.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00114.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00115.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00116.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00117.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00118.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00119.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00120.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00121.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00122.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00123.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00124.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00125.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00126.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00127.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00128.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00129.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00130.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00131.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00132.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00133.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00134.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00135.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00136.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00137.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00138.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00139.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00140.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00141.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00142.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00143.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00144.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00145.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00146.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00147.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00148.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00149.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00150.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00151.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00152.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00153.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00154.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00155.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00156.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00157.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00158.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00159.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00160.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00161.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00162.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00163.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00164.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00165.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00166.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00243.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00244.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00245.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00246.jpg 0.0 #['0000000000000000000', '0000000000000000000']
