image_00438.jpg 0.5 #['0000000000000000000', '1111111111111111111']
image_00042.jpg 0.4473684210526316 #['1011111111101111111', '0000000000000000000']
image_00044.jpg 0.4473684210526316 #['1111101111101111111', '0000000000000000000']
image_00392.jpg 0.4473684210526316 #['0000000000000000000', '1111001111111111111']
image_00470.jpg 0.4473684210526316 #['1111001111111111111', '0000000000000000000']
image_00471.jpg 0.4473684210526316 #['1111001111111111111', '0000000000000000000']
image_00173.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00174.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00175.jpg 0.42105263157894735 #['0000000000000000000', '1001111111101111111']
image_00388.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00389.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00390.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00391.jpg 0.42105263157894735 #['0000000000000000000', '1111001101111111111']
image_00472.jpg 0.42105263157894735 #['1101001111111111111', '0000000000000000000']
image_00041.jpg 0.39473684210526316 #['0001111101111111111', '0000000000000000000']
image_00056.jpg 0.39473684210526316 #['0000000000000000000', '1101001101111111111']
image_00176.jpg 0.39473684210526316 #['0000000000000000000', '1001111111001111111']
image_00177.jpg 0.39473684210526316 #['0000000000000000000', '1001111111001111111']
image_00383.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00384.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00385.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00386.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00387.jpg 0.39473684210526316 #['0000000000000000000', '1110001101111111111']
image_00469.jpg 0.39473684210526316 #['1110001110111111111', '0000000000000000000']
image_00473.jpg 0.39473684210526316 #['1001111001111111111', '0000000000000000000']
image_00039.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00040.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00047.jpg 0.3684210526315789 #['1110001111001111111', '0000000000000000000']
image_00178.jpg 0.3684210526315789 #['0000000000000000000', '1001101111001111111']
image_00179.jpg 0.3684210526315789 #['0000000000000000000', '1001101111001111111']
image_00216.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00217.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00218.jpg 0.3684210526315789 #['1111010000001111111', '0000110000000000000']
image_00378.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00379.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00380.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00381.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00382.jpg 0.3684210526315789 #['0000000000000000000', '1110001100111111111']
image_00474.jpg 0.3684210526315789 #['0001111001111111111', '0000000000000000000']
image_00180.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00181.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00182.jpg 0.34210526315789475 #['0000000000000000000', '1001101011001111111']
image_00211.jpg 0.34210526315789475 #['0111010000001111111', '0000110000000000000']
image_00215.jpg 0.34210526315789475 #['0111010000001111111', '0000110000000000000']
image_00467.jpg 0.34210526315789475 #['1110000110011111111', '0000000000000000000']
image_00468.jpg 0.34210526315789475 #['1110000110011111111', '0000000000000000000']
image_00475.jpg 0.34210526315789475 #['0001110001111111111', '0000000000000000000']
image_00183.jpg 0.3421052631578947 #['1000000000000000000', '1001100011001111111']
image_00055.jpg 0.3157894736842105 #['0000000000000000000', '1101000000111111111']
image_00369.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00370.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00371.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00372.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00373.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00374.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00375.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00376.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00377.jpg 0.3157894736842105 #['0000000000000000000', '1110001100001111111']
image_00054.jpg 0.2631578947368421 #['0000000000000000000', '1000000000111111111']
image_00368.jpg 0.2631578947368421 #['0000000000000000000', '1110000000001111111']
