image_00122.jpg 0.34210526315789475 #['0001111001101111111', '0000000000000000000']
image_00465.jpg 0.21052631578947367 #['1101111001100000000', '0000000000000000000']
image_00466.jpg 0.21052631578947367 #['1101111001100000000', '0000000000000000000']
image_00467.jpg 0.21052631578947367 #['1101111001100000000', '0000000000000000000']
image_00468.jpg 0.21052631578947367 #['1101111001100000000', '0000000000000000000']
image_00212.jpg 0.18421052631578946 #['0111110001000100000', '0000000000000000000']
image_00451.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00452.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00453.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00454.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00455.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00456.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00457.jpg 0.18421052631578946 #['1001110001000000000', '0110000000000000000']
image_00127.jpg 0.15789473684210525 #['0001111001100000000', '0000000000000000000']
image_00187.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00188.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00189.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00190.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00191.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00192.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00193.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00194.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00195.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00210.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00211.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00213.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00214.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00215.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00217.jpg 0.15789473684210525 #['0111110001000000000', '0000000000000000000']
image_00218.jpg 0.15789473684210525 #['0111110001000000000', '0000000000000000000']
image_00222.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00223.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00224.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00225.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00226.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00227.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00228.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00229.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00230.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00231.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00232.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00233.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00234.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00235.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00236.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00237.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00238.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00239.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00240.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00257.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00258.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00259.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00276.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00310.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00311.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00312.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00313.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00314.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00315.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00316.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00317.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00318.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00319.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00320.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00321.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00322.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00387.jpg 0.15789473684210525 #['0101110001000100000', '0000000000000000000']
image_00397.jpg 0.15789473684210525 #['1001110001000100000', '0000000000000000000']
image_00412.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00413.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00414.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00415.jpg 0.15789473684210525 #['1001111001000000000', '0000000000000000000']
image_00416.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00417.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00446.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00447.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00448.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00449.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00450.jpg 0.15789473684210525 #['1001110001000000000', '0100000000000000000']
image_00458.jpg 0.15789473684210525 #['1001110001000000000', '0010000000000000000']
image_00475.jpg 0.15789473684210525 #['1001110001000000000', '0010000000000000000']
image_00476.jpg 0.15789473684210525 #['1001110001000000000', '0010000000000000000']
image_00128.jpg 0.13157894736842105 #['0001110001100000000', '0000000000000000000']
image_00181.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00182.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00183.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00184.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00185.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00186.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00209.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00216.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00219.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00220.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00221.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00241.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00246.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00247.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00248.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00249.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00250.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00251.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00252.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00253.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00256.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00277.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00278.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00279.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00280.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00308.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00309.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00323.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00328.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00329.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00330.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00331.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00343.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00344.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00345.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00346.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00347.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00348.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00349.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00350.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00351.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00352.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00353.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00354.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00357.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00358.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00359.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00360.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00361.jpg 0.13157894736842105 #['0101110001000000000', '0000000000000000000']
image_00368.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00369.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00370.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00371.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00372.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00373.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00374.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00375.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00376.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00377.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00378.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00379.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00384.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00385.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00386.jpg 0.13157894736842105 #['0001110001000100000', '0000000000000000000']
image_00408.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00409.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00410.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00411.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00418.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00419.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00423.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00424.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00425.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00426.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00427.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00428.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00429.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00430.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00431.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00432.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00433.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00434.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00435.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00436.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00437.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00438.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00439.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00440.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00441.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00442.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00443.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00444.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00445.jpg 0.13157894736842105 #['0001110001000000000', '0100000000000000000']
image_00470.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00471.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00472.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00473.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00474.jpg 0.13157894736842105 #['1001110001000000000', '0000000000000000000']
image_00477.jpg 0.13157894736842105 #['0001110001000000000', '0010000000000000000']
image_00112.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00129.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00172.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00173.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00174.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00176.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00177.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00178.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00179.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00180.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00242.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00243.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00244.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00245.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00254.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00255.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00260.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00261.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00265.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00266.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00267.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00268.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00269.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00270.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00271.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00272.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00273.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00274.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00275.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00281.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00282.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00283.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00284.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00285.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00288.jpg 0.10526315789473684 #['0101110000000000000', '0000000000000000000']
image_00289.jpg 0.10526315789473684 #['0101110000000000000', '0000000000000000000']
image_00290.jpg 0.10526315789473684 #['0101110000000000000', '0000000000000000000']
image_00324.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00325.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00326.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00327.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00332.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00339.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00340.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00341.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00342.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00355.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00356.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00362.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00363.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00364.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00365.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00366.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00367.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00380.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00381.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00382.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00383.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00420.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00421.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00422.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00478.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00479.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00480.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00481.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00482.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00483.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00484.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00485.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00486.jpg 0.10526315789473684 #['0001110001000000000', '0000000000000000000']
image_00487.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00488.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00489.jpg 0.10526315789473684 #['1001110000000000000', '0000000000000000000']
image_00168.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00169.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00170.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00171.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00262.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00263.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00264.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00286.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00287.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00291.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00292.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00293.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00294.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00295.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00296.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00297.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00298.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00299.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00300.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00301.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00302.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00303.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00304.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00305.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00306.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00307.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00333.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00334.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00335.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00336.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00337.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00338.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
image_00490.jpg 0.07894736842105263 #['0001110000000000000', '0000000000000000000']
