image_01330.jpg 0.4473684210526316 #['1111111101101111111', '0000000000000000000']
image_00748.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00749.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00750.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00751.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00752.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00753.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_00754.jpg 0.3157894736842105 #['1110001100001111111', '0000000000000000000']
image_01326.jpg 0.2631578947368421 #['1110111101110000000', '0000000000000000000']
image_01323.jpg 0.23684210526315788 #['1110011110110000000', '0000000000000000000']
image_00124.jpg 0.21052631578947367 #['1110001110010100000', '0000000000000000000']
image_00151.jpg 0.21052631578947367 #['1110001110110000000', '0000000000000000000']
image_00152.jpg 0.21052631578947367 #['1110001111010000000', '0000000000000000000']
image_00155.jpg 0.21052631578947367 #['1110001101110000000', '0000000000000000000']
image_00156.jpg 0.21052631578947367 #['1110001101110000000', '0000000000000000000']
image_00157.jpg 0.21052631578947367 #['1110001101110000000', '0000000000000000000']
image_00158.jpg 0.21052631578947367 #['1110001101110000000', '0000000000000000000']
image_00159.jpg 0.21052631578947367 #['1110001101110000000', '0000000000000000000']
image_00164.jpg 0.21052631578947367 #['1110001111010000000', '0000000000000000000']
image_01322.jpg 0.21052631578947367 #['1110001110110000000', '0000000000000000000']
image_01324.jpg 0.21052631578947367 #['1110011100110000000', '0000000000000000000']
image_01325.jpg 0.21052631578947367 #['1110011101100000000', '0000000000000000000']
image_00119.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00120.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00121.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00122.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00123.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00130.jpg 0.18421052631578946 #['1110001110000100000', '0000000000000000000']
image_00131.jpg 0.18421052631578946 #['1110001110000100000', '0000000000000000000']
image_00147.jpg 0.18421052631578946 #['1110001110100000000', '0000000000000000000']
image_00148.jpg 0.18421052631578946 #['1110001110100000000', '0000000000000000000']
image_00149.jpg 0.18421052631578946 #['1110001110100000000', '0000000000000000000']
image_00150.jpg 0.18421052631578946 #['1110001110100000000', '0000000000000000000']
image_00153.jpg 0.18421052631578946 #['1110001101010000000', '0000000000000000000']
image_00154.jpg 0.18421052631578946 #['1110001101010000000', '0000000000000000000']
image_00160.jpg 0.18421052631578946 #['1110001101010000000', '0000000000000000000']
image_00163.jpg 0.18421052631578946 #['1110001110010000000', '0000000000000000000']
image_00165.jpg 0.18421052631578946 #['1110001111000000000', '0000000000000000000']
image_00133.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00134.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00135.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00136.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00137.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00138.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00146.jpg 0.15789473684210525 #['1110001110000000000', '0000000000000000000']
image_00161.jpg 0.15789473684210525 #['1110001100010000000', '0000000000000000000']
image_00162.jpg 0.15789473684210525 #['1110001100010000000', '0000000000000000000']
image_00721.jpg 0.15789473684210525 #['1110001101000000000', '0000000000000000000']
image_00722.jpg 0.15789473684210525 #['1110001101000000000', '0000000000000000000']
image_00723.jpg 0.15789473684210525 #['1110001101000000000', '0000000000000000000']
image_00724.jpg 0.15789473684210525 #['1110001101000000000', '0000000000000000000']
image_00725.jpg 0.15789473684210525 #['1110001101000000000', '0000000000000000000']
image_00755.jpg 0.15789473684210525 #['1110001100000100000', '0000000000000000000']
image_00756.jpg 0.15789473684210525 #['1110001100000100000', '0000000000000000000']
image_01318.jpg 0.15789473684210525 #['1110000111000000000', '0000000000000000000']
image_01320.jpg 0.15789473684210525 #['1110000110100000000', '0000000000000000000']
image_01321.jpg 0.15789473684210525 #['1110000110100000000', '0000000000000000000']
image_00715.jpg 0.13157894736842105 #['1110001100000000000', '0000000000000000000']
image_00716.jpg 0.13157894736842105 #['1110001100000000000', '0000000000000000000']
image_00717.jpg 0.13157894736842105 #['1110001100000000000', '0000000000000000000']
image_00720.jpg 0.13157894736842105 #['1110000101000000000', '0000000000000000000']
image_00757.jpg 0.13157894736842105 #['1110001100000000000', '0000000000000000000']
image_00758.jpg 0.13157894736842105 #['1110001100000000000', '0000000000000000000']
image_01319.jpg 0.13157894736842105 #['1110000110000000000', '0000000000000000000']
image_00714.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00718.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00719.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00759.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00760.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00761.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00762.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00763.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00764.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00765.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00766.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00767.jpg 0.10526315789473684 #['1110000100000000000', '0000000000000000000']
image_00768.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_00769.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_00770.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_00771.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_00817.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00818.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00819.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00820.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00821.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00822.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00823.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00824.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00825.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00826.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00827.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_00828.jpg 0.07894736842105263 #['0000000000000000000', '1110000000000000000']
image_01068.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
image_01075.jpg 0.07894736842105263 #['1110000000000000000', '0000000000000000000']
